osste_question_bank_v2
id,category,question,emotion_tags,followup_type,depth_level,locale_variant
24,Family & Home Life,Which family traditions meant the most to you?,belonging|love|roots,why_how|narrative|reflection,2,en-US
25,Family & Home Life,How did your family handle conflict or disagreements?,belonging|love|roots,why_how|narrative|reflection,2,en-US
26,Family & Home Life,Who in your family made you feel most understood?,belonging|love|roots,why_how|narrative|reflection,2,en-US
27,Family & Home Life,What did dinner time look like in your home?,belonging|love|roots,why_how|narrative|reflection,2,en-US
28,Family & Home Life,What chores or responsibilities did you have growing up?,belonging|love|roots,why_how|narrative|reflection,2,en-US
29,Family & Home Life,Did your family move homes—how did that affect you?,belonging|love|roots,why_how|narrative|reflection,2,en-US
30,Family & Home Life,What is something you wish you had said to a family member?,belonging|love|roots,why_how|narrative|reflection,2,en-US
31,Family & Home Life,Which family story gets told over and over again?,belonging|love|roots,why_how|narrative|reflection,2,en-US
32,Family & Home Life,How did your family celebrate birthdays or milestones?,belonging|love|roots,why_how|narrative|reflection,2,en-US
33,Family & Home Life,What was your relationship like with grandparents?,belonging|love|roots,why_how|narrative|reflection,2,en-US
34,Family & Home Life,What was the toughest challenge your family faced together?,belonging|love|roots,why_how|narrative|reflection,2,en-US
35,Family & Home Life,How did your family express love and care?,belonging|love|roots,why_how|narrative|reflection,2,en-US
36,Family & Home Life,What values were emphasized in your home?,belonging|love|roots,why_how|narrative|reflection,2,en-US
37,Family & Home Life,How did your family influence your beliefs about money?,belonging|love|roots,why_how|narrative|reflection,2,en-US
38,Family & Home Life,How has your relationship with your family changed over time?,belonging|love|roots,why_how|narrative|reflection,2,en-US
39,Family & Home Life,What do you hope to carry forward from your family culture?,belonging|love|roots,why_how|narrative|reflection,2,en-US
40,Family & Home Life,What family tradition would you like to start or revive?,belonging|love|roots,why_how|narrative|reflection,2,en-US
41,School & Teenage Years,What kind of student were you in elementary school?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
42,School & Teenage Years,Who was your favorite teacher and why did they matter to you?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
43,School & Teenage Years,"What subjects came naturally, and which were hard?",growth|identity|awkward,timeline|narrative|contrast,2,en-US
44,School & Teenage Years,What is a school accomplishment you’re proud of?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
45,School & Teenage Years,What did your friend group look like in high school?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
46,School & Teenage Years,What music defined your teenage years?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
47,School & Teenage Years,How did you spend your weekends or summers as a teen?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
48,School & Teenage Years,Did you have a part-time job—what was it like?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
49,School & Teenage Years,What was a moment you felt misunderstood as a teenager?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
50,School & Teenage Years,What was your first major responsibility outside home?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
51,School & Teenage Years,What was prom or your biggest school event like for you?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
52,School & Teenage Years,What was your biggest fear or insecurity as a teen?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
53,School & Teenage Years,What rule did you break in school—and what happened?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
54,School & Teenage Years,Who believed in you when you didn’t believe in yourself?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
55,School & Teenage Years,"What was your high school persona, if any?",growth|identity|awkward,timeline|narrative|contrast,2,en-US
56,School & Teenage Years,How did you imagine adulthood back then?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
57,School & Teenage Years,What advice would you give your teenage self?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
58,School & Teenage Years,What was a turning point during your teen years?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
59,School & Teenage Years,What skill or habit from school still helps you today?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
60,School & Teenage Years,Which classmate do you still think about and why?,growth|identity|awkward,timeline|narrative|contrast,2,en-US
61,First Love & Relationships,When did you first feel love—what do you remember about it?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
62,First Love & Relationships,How did you meet your first significant partner?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
63,First Love & Relationships,What do you wish you had known about love back then?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
64,First Love & Relationships,What is the most romantic gesture you’ve given or received?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
65,First Love & Relationships,What is your love language—how do you show affection?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
66,First Love & Relationships,What did your earliest relationships teach you about yourself?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
67,First Love & Relationships,What does a healthy relationship look like to you now?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
68,First Love & Relationships,How have your standards in love changed over time?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
69,First Love & Relationships,What is your most cherished memory with a partner?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
70,First Love & Relationships,What was your first heartbreak like—how did you heal?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
71,First Love & Relationships,Have you ever written or received a love letter?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
72,First Love & Relationships,What small everyday moments felt like love to you?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
73,First Love & Relationships,What values do you look for in a partner now?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
74,First Love & Relationships,How do you handle conflict in relationships?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
75,First Love & Relationships,What role does trust play for you—and how is it earned?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
76,First Love & Relationships,How do you balance independence and intimacy?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
77,First Love & Relationships,What kind of partner are you at your best?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
78,First Love & Relationships,What’s a lesson you learned from a breakup?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
79,First Love & Relationships,How do you know you’re truly in love now?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
80,First Love & Relationships,What advice about love would you give your younger self?,love|vulnerability|heartbreak,narrative|why_how|repair,2,en-US
81,Friendships & Community,"Who has been your most loyal friend, and how did you meet?",trust|joy|loyalty,narrative|why_how|repair,2,en-US
82,Friendships & Community,What do you value most in friendship?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
83,Friendships & Community,What’s your funniest memory with friends?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
84,Friendships & Community,Who is someone who showed up for you when it mattered most?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
85,Friendships & Community,Have you ever drifted from a friend—what happened?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
86,Friendships & Community,What’s the kindest thing a friend has done for you?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
87,Friendships & Community,How do you nurture long-distance friendships?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
88,Friendships & Community,What makes you feel truly seen by a friend?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
89,Friendships & Community,Which community or group made you feel you belonged?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
90,Friendships & Community,Have you ever had to end a friendship—how did you handle it?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
91,Friendships & Community,What shared tradition do you have with friends?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
92,Friendships & Community,What did you learn from a difficult friendship?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
93,Friendships & Community,Who do you still want to thank from your past?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
94,Friendships & Community,What role do you play in your friend group?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
95,Friendships & Community,How have your friendships changed over time?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
96,Friendships & Community,What does being a good friend mean to you?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
97,Friendships & Community,Who do you call first with good news—why them?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
98,Friendships & Community,What adventure did you share with friends that you’ll never forget?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
99,Friendships & Community,How do you handle conflict with friends?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
100,Friendships & Community,Which friend pushed you to grow—and how?,trust|joy|loyalty,narrative|why_how|repair,2,en-US
101,"Work, Career & Purpose",What was your first paid job and what did it teach you?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
102,"Work, Career & Purpose",Who mentored you early in your career?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
103,"Work, Career & Purpose",What risk did you take professionally that changed your path?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
104,"Work, Career & Purpose",What’s a project you’re proud of even if few people know about it?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
105,"Work, Career & Purpose",When did work first feel meaningful to you?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
106,"Work, Career & Purpose",What failure taught you the most at work?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
107,"Work, Career & Purpose",Have you ever reinvented your career—what led to it?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
108,"Work, Career & Purpose",How do you define success now compared to earlier?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
109,"Work, Career & Purpose",What’s a time you advocated for yourself at work?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
110,"Work, Career & Purpose",How do you balance work and life during busy seasons?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
111,"Work, Career & Purpose",What’s a skill you developed that surprised you?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
112,"Work, Career & Purpose",What workplace culture brought out your best self?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
113,"Work, Career & Purpose",Have you ever started a business or side project—what happened?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
114,"Work, Career & Purpose",What advice would you give your younger self about career?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
115,"Work, Career & Purpose",What’s a professional boundary you learned to set?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
116,"Work, Career & Purpose",Which compliment about your work meant the most?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
117,"Work, Career & Purpose",When did you feel most confident in your role?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
118,"Work, Career & Purpose",What’s a big goal you’re still working toward?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
119,"Work, Career & Purpose",How do you want your work to impact others?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
120,"Work, Career & Purpose",What would you do if money were no object?,ambition|pride|doubt,timeline|narrative|why_how,2,en-US
121,"Hardship, Loss & Healing",What’s the hardest season you’ve lived through?,grief|resilience|compassion,narrative|grounding|repair,3,en-US
122,"Hardship, Loss & Healing",How did you find strength when you felt overwhelmed?,grief|resilience|compassion,narrative|grounding|repair,3,en-US
123,"Hardship, Loss & Healing",What loss changed you—how did you grieve?,grief|resilience|compassion,narrative|grounding|repair,3,en-US
124,"Hardship, Loss & Healing",Who helped you through a painful time—and how?,grief|resilience|compassion,narrative|grounding|repair,3,en-US
125,"Hardship, Loss & Healing",What does resilience look like in your life?,grief|resilience|compassion,narrative|grounding|repair,3,en-US
126,"Hardship, Loss & Healing",What did pain teach you that comfort could not?,grief|resilience|compassion,narrative|grounding|repair,3,en-US
127,"Hardship, Loss & Healing",What’s a promise you made to yourself after a hard moment?,grief|resilience|compassion,narrative|grounding|repair,3,en-US
128,"Hardship, Loss & Healing",How have you healed from something that once hurt deeply?,grief|resilience|compassion,narrative|grounding|repair,3,en-US
129,"Hardship, Loss & Healing",What coping strategies actually helped you?,grief|resilience|compassion,narrative|grounding|repair,2,en-US
130,"Hardship, Loss & Healing",What do you wish others knew about grief?,grief|resilience|compassion,narrative|grounding|repair,2,en-US
131,"Hardship, Loss & Healing",What relationship required forgiveness—what did that take?,grief|resilience|compassion,narrative|grounding|repair,3,en-US
132,"Hardship, Loss & Healing",How did your worldview change after hardship?,grief|resilience|compassion,narrative|grounding|repair,3,en-US
133,"Hardship, Loss & Healing",What small steps moved you forward when nothing else could?,grief|resilience|compassion,narrative|grounding|repair,2,en-US
134,"Hardship, Loss & Healing",What memory still aches—and why does it matter?,grief|resilience|compassion,narrative|grounding|repair,3,en-US
135,"Hardship, Loss & Healing",What role do faith or beliefs play in healing for you?,grief|resilience|compassion,narrative|grounding|repair,3,en-US
136,"Hardship, Loss & Healing",When did you realize you were stronger than you thought?,grief|resilience|compassion,narrative|grounding|repair,3,en-US
137,"Hardship, Loss & Healing",How do you handle anniversaries of difficult events?,grief|resilience|compassion,narrative|grounding|repair,2,en-US
138,"Hardship, Loss & Healing",What would you tell someone going through what you did?,grief|resilience|compassion,narrative|grounding|repair,2,en-US
139,"Hardship, Loss & Healing",What boundaries protect your peace now?,grief|resilience|compassion,narrative|grounding|repair,2,en-US
140,"Hardship, Loss & Healing",What does compassion for yourself look like today?,grief|resilience|compassion,narrative|grounding|repair,3,en-US
141,Triumphs & Turning Points,What’s a moment that changed the course of your life?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
142,Triumphs & Turning Points,What personal milestone means the most to you—and why?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
143,Triumphs & Turning Points,What did it take to achieve a goal others doubted?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
144,Triumphs & Turning Points,When did you surprise yourself with courage?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
145,Triumphs & Turning Points,Who was the first person you told about a big win?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
146,Triumphs & Turning Points,How do you celebrate your achievements?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
147,Triumphs & Turning Points,What turning point helped you grow up?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
148,Triumphs & Turning Points,What habit or decision had an outsized impact?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
149,Triumphs & Turning Points,What’s the best risk you ever took?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
150,Triumphs & Turning Points,What failure turned out to be a gift?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
151,Triumphs & Turning Points,What’s a small win that felt huge to you?,pride|relief|transformation,timeline|narrative|zoom_in,1,en-US
152,Triumphs & Turning Points,What compliment shifted your self-image?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
153,Triumphs & Turning Points,When did you feel truly proud of yourself?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
154,Triumphs & Turning Points,What did you let go of that set you free?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
155,Triumphs & Turning Points,What opportunity changed your direction?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
156,Triumphs & Turning Points,What’s a moment you realized your own strength?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
157,Triumphs & Turning Points,Who believed in you before you did—and how did that help?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
158,Triumphs & Turning Points,What did you learn from proving yourself wrong?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
159,Triumphs & Turning Points,Which promise to yourself did you finally keep?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
160,Triumphs & Turning Points,What turning point would you include in your memoir?,pride|relief|transformation,timeline|narrative|zoom_in,2,en-US
161,"Travel, Adventure & Discovery",What was your first trip away from home like?,wonder|curiosity|freedom,sensory|narrative|why_how,1,en-US
162,"Travel, Adventure & Discovery",Which place took your breath away—and why?,wonder|curiosity|freedom,sensory|narrative|why_how,1,en-US
163,"Travel, Adventure & Discovery",What trip changed your perspective on life?,wonder|curiosity|freedom,sensory|narrative|why_how,2,en-US
164,"Travel, Adventure & Discovery",Who is your favorite travel companion and why?,wonder|curiosity|freedom,sensory|narrative|why_how,1,en-US
165,"Travel, Adventure & Discovery",What’s your funniest travel mishap story?,wonder|curiosity|freedom,sensory|narrative|why_how,1,en-US
166,"Travel, Adventure & Discovery",Which city felt like home the moment you arrived?,wonder|curiosity|freedom,sensory|narrative|why_how,1,en-US
167,"Travel, Adventure & Discovery",What food or flavor instantly transports you back to a place?,wonder|curiosity|freedom,sensory|narrative|why_how,1,en-US
168,"Travel, Adventure & Discovery","What is your favorite slow, simple travel memory?",wonder|curiosity|freedom,sensory|narrative|why_how,1,en-US
169,"Travel, Adventure & Discovery",Which culture fascinated you the most—and what did you learn?,wonder|curiosity|freedom,sensory|narrative|why_how,2,en-US
170,"Travel, Adventure & Discovery",Where would you live for a year if you could?,wonder|curiosity|freedom,sensory|narrative|why_how,1,en-US
171,"Travel, Adventure & Discovery",What did travel teach you about yourself?,wonder|curiosity|freedom,sensory|narrative|why_how,2,en-US
172,"Travel, Adventure & Discovery",What’s the most meaningful souvenir you’ve kept?,wonder|curiosity|freedom,sensory|narrative|why_how,1,en-US
173,"Travel, Adventure & Discovery",How do you like to plan: rigid or spontaneous?,wonder|curiosity|freedom,sensory|narrative|why_how,1,en-US
174,"Travel, Adventure & Discovery",What’s still on your travel bucket list?,wonder|curiosity|freedom,sensory|narrative|why_how,2,en-US
175,"Travel, Adventure & Discovery",Which landscape or view is etched in your memory?,wonder|curiosity|freedom,sensory|narrative|why_how,1,en-US
176,"Travel, Adventure & Discovery",How do you handle getting lost or plans changing?,wonder|curiosity|freedom,sensory|narrative|why_how,2,en-US
177,"Travel, Adventure & Discovery",What’s a local tradition you took part in while traveling?,wonder|curiosity|freedom,sensory|narrative|why_how,2,en-US
178,"Travel, Adventure & Discovery",Who did you meet on the road that you’ll never forget?,wonder|curiosity|freedom,sensory|narrative|why_how,2,en-US
179,"Travel, Adventure & Discovery",What song or sound reminds you of a place you love?,wonder|curiosity|freedom,sensory|narrative|why_how,1,en-US
180,"Travel, Adventure & Discovery","If you could time-travel, where and when would you go?",wonder|curiosity|freedom,sensory|narrative|why_how,1,en-US
181,"Passions, Hobbies & Joy",What activity makes you lose track of time?,joy|play|flow,narrative|sensory|why_how,1,en-US
182,"Passions, Hobbies & Joy",What hobby brings you pure joy—and why?,joy|play|flow,narrative|sensory|why_how,1,en-US
183,"Passions, Hobbies & Joy",When do you feel most creative?,joy|play|flow,narrative|sensory|why_how,1,en-US
184,"Passions, Hobbies & Joy",What did you create that you’re proud of?,joy|play|flow,narrative|sensory|why_how,1,en-US
185,"Passions, Hobbies & Joy",Which song can instantly lift your mood?,joy|play|flow,narrative|sensory|why_how,1,en-US
186,"Passions, Hobbies & Joy",What’s a new hobby you picked up recently?,joy|play|flow,narrative|sensory|why_how,1,en-US
187,"Passions, Hobbies & Joy",What makes you laugh until you cry?,joy|play|flow,narrative|sensory|why_how,1,en-US
188,"Passions, Hobbies & Joy",What role does art or music play in your life?,joy|play|flow,narrative|sensory|why_how,1,en-US
189,"Passions, Hobbies & Joy",What’s a simple ritual that grounds you?,joy|play|flow,narrative|sensory|why_how,1,en-US
190,"Passions, Hobbies & Joy",When do you feel most playful?,joy|play|flow,narrative|sensory|why_how,1,en-US
191,"Passions, Hobbies & Joy",Who do you share your passions with?,joy|play|flow,narrative|sensory|why_how,1,en-US
192,"Passions, Hobbies & Joy",What do you love learning about for its own sake?,joy|play|flow,narrative|sensory|why_how,1,en-US
193,"Passions, Hobbies & Joy",What tradition or celebration fills you with joy?,joy|play|flow,narrative|sensory|why_how,1,en-US
194,"Passions, Hobbies & Joy",What weekend routine do you look forward to?,joy|play|flow,narrative|sensory|why_how,1,en-US
195,"Passions, Hobbies & Joy",What small luxury makes your day better?,joy|play|flow,narrative|sensory|why_how,1,en-US
196,"Passions, Hobbies & Joy",What’s a skill you want to master purely for fun?,joy|play|flow,narrative|sensory|why_how,1,en-US
197,"Passions, Hobbies & Joy",What childhood joy have you kept as an adult?,joy|play|flow,narrative|sensory|why_how,1,en-US
198,"Passions, Hobbies & Joy",What’s your favorite way to unwind?,joy|play|flow,narrative|sensory|why_how,1,en-US
199,"Passions, Hobbies & Joy",What makes you feel alive in your body?,joy|play|flow,narrative|sensory|why_how,1,en-US
200,"Passions, Hobbies & Joy",What’s a joy you want more of this year?,joy|play|flow,narrative|sensory|why_how,1,en-US
201,"Values, Beliefs & Reflections",What does living a good life mean to you?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
202,"Values, Beliefs & Reflections",Which values are non-negotiable for you—and why?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
203,"Values, Beliefs & Reflections",Who shaped your moral compass most?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
204,"Values, Beliefs & Reflections",How have your beliefs changed over time?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
205,"Values, Beliefs & Reflections",What role does faith or spirituality play in your life?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
206,"Values, Beliefs & Reflections",When have you stood up for what you believe in?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
207,"Values, Beliefs & Reflections",How do you make hard decisions when values conflict?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
208,"Values, Beliefs & Reflections",What does kindness look like in action for you?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
209,"Values, Beliefs & Reflections","Do you believe in destiny, free will, or both?",meaning|peace|conviction,reflection|why_how|contrast,2,en-US
210,"Values, Beliefs & Reflections",What brings you peace in chaotic times?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
211,"Values, Beliefs & Reflections",What are you most grateful for today—and why?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
212,"Values, Beliefs & Reflections",What do you wish everyone in the world understood?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
213,"Values, Beliefs & Reflections",How do you define happiness now?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
214,"Values, Beliefs & Reflections",What wisdom do you wish you had earlier in life?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
215,"Values, Beliefs & Reflections",What does forgiveness mean to you?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
216,"Values, Beliefs & Reflections",How do you practice empathy with people you disagree with?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
217,"Values, Beliefs & Reflections","What is love, in your own words?",meaning|peace|conviction,reflection|why_how|contrast,2,en-US
218,"Values, Beliefs & Reflections",How do you measure personal growth?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
219,"Values, Beliefs & Reflections",What truth do you return to when life is hard?,meaning|peace|conviction,reflection|why_how|contrast,2,en-US
220,"Values, Beliefs & Reflections",What legacy do you want to leave behind?,meaning|peace|conviction,reflection|why_how|contrast,3,en-US
221,Parenthood & Family of Choice,When did you first imagine becoming a parent (or not)?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
222,Parenthood & Family of Choice,How did your life change when you first cared for a child?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
223,Parenthood & Family of Choice,What values do you want to pass to future generations?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
224,Parenthood & Family of Choice,What surprised you most about parenting or caregiving?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
225,Parenthood & Family of Choice,What is the hardest part of being a parent or mentor?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
226,Parenthood & Family of Choice,What moment with a child felt sacred or unforgettable?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
227,Parenthood & Family of Choice,What traditions do you want your family to continue?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
228,Parenthood & Family of Choice,How do you talk about mistakes with children?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
229,Parenthood & Family of Choice,How do you handle fear or worry as a caregiver?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
230,Parenthood & Family of Choice,What kind of world do you hope they grow up in?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
231,Parenthood & Family of Choice,"If you could record one message for them, what would it say?",tenderness|duty|hope,narrative|why_how|repair,2,en-US
232,Parenthood & Family of Choice,What do you hope they remember you for?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
233,Parenthood & Family of Choice,How do you balance guidance and independence?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
234,Parenthood & Family of Choice,What did a child teach you recently?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
235,Parenthood & Family of Choice,How do you show love to the young people in your life?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
236,Parenthood & Family of Choice,What stories from your family history do you want them to know?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
237,Parenthood & Family of Choice,How do you co-parent or collaborate with others?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
238,Parenthood & Family of Choice,How did becoming a caregiver change your priorities?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
239,Parenthood & Family of Choice,What kind of grandparent or elder do you hope to be?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
240,Parenthood & Family of Choice,What boundaries protect your family’s peace?,tenderness|duty|hope,narrative|why_how|repair,2,en-US
